,TP9,AF7,AF8,TP10,Right AUX,timestamps
360,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.031
361,159.668,197.266,-881.836,-407.715,0.000,1713320977.035
362,-1000.000,-1000.000,-225.098,999.512,0.000,1713320977.038
363,-64.453,-269.531,-497.070,310.059,0.000,1713320977.042
364,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.046
365,521.484,650.391,-1000.000,-858.887,0.000,1713320977.049
366,-1000.000,-1000.000,-382.812,708.984,0.000,1713320977.053
367,-292.480,-413.086,-365.723,791.016,0.000,1713320977.057
368,999.512,999.512,-1000.000,-779.785,0.000,1713320977.061
369,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.064
370,-443.848,-272.461,-558.105,83.984,0.000,1713320977.068
371,-550.293,-815.430,-229.492,999.512,0.000,1713320977.072
372,949.707,740.723,-914.062,-85.938,0.000,1713320977.078
373,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.082
374,88.867,160.156,-725.098,-229.004,0.000,1713320977.085
375,-987.305,-1000.000,-170.898,999.512,0.000,1713320977.089
376,394.043,0.488,-679.688,242.676,0.000,1713320977.093
377,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.096
378,195.312,296.875,-921.875,-504.395,0.000,1713320977.100
379,-1000.000,-1000.000,-231.934,999.512,0.000,1713320977.104
380,-145.996,-282.227,-435.547,406.250,0.000,1713320977.108
381,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.111
382,644.043,778.809,-1000.000,-1000.000,0.000,1713320977.115
383,-976.562,-861.328,-384.766,481.445,0.000,1713320977.119
384,-304.688,-492.676,-257.324,912.109,0.000,1713320977.125
385,999.512,982.422,-1000.000,-629.395,0.000,1713320977.128
386,999.512,999.512,-1000.000,-1000.000,0.000,1713320977.132
387,-304.688,-145.996,-576.172,-64.453,0.000,1713320977.136
388,-653.809,-955.078,-154.785,999.512,0.000,1713320977.139
389,886.719,543.457,-851.562,40.039,0.000,1713320977.143
