,TP9,AF7,AF8,TP10,Right AUX,timestamps
141,-218.750,968.262,-90.820,968.262,0.000,1711992594.201
142,-1000.000,968.750,-1000.000,968.262,0.000,1711992594.205
143,161.621,968.262,-954.590,968.262,0.000,1711992594.208
144,999.512,968.262,-989.746,968.262,0.000,1711992594.213
145,189.453,968.262,-1000.000,968.262,0.000,1711992594.217
146,-1000.000,968.750,-1000.000,968.262,0.000,1711992594.220
147,-270.996,968.262,-1000.000,968.262,0.000,1711992594.224
148,999.512,968.262,-1000.000,968.262,0.000,1711992594.227
149,303.711,968.262,-1000.000,968.262,0.000,1711992594.231
150,-1000.000,968.750,-1000.000,968.262,0.000,1711992594.234
151,-306.641,968.262,-1000.000,968.262,0.000,1711992594.238
152,999.512,968.262,-1000.000,968.262,0.000,1711992594.241
153,754.395,968.262,-1000.000,968.262,0.000,1711992594.245
154,-868.164,968.262,-1000.000,968.262,0.000,1711992594.248
155,-762.207,968.750,-1000.000,968.262,0.000,1711992594.252
156,801.270,968.750,-1000.000,968.262,0.000,1711992594.257
157,999.512,968.262,-929.688,968.262,0.000,1711992594.261
158,-191.406,968.262,-1000.000,968.262,0.000,1711992594.264
159,-1000.000,968.262,-606.934,968.262,0.000,1711992594.268
160,404.785,968.262,824.707,968.262,0.000,1711992594.271
161,999.512,968.262,999.512,968.262,0.000,1711992594.275
162,162.109,968.262,911.621,968.262,0.000,1711992594.278
163,-1000.000,968.262,982.910,968.262,0.000,1711992594.282
164,-66.895,968.262,968.262,968.262,0.000,1711992594.285
165,999.512,968.262,968.262,968.262,0.000,1711992594.289
166,468.750,968.262,970.215,968.262,0.000,1711992594.292
167,-1000.000,968.262,959.961,968.262,0.000,1711992594.296
168,-294.434,968.262,920.410,968.262,0.000,1711992594.302
169,999.512,968.262,999.512,968.262,0.000,1711992594.306
170,958.496,968.262,51.758,968.262,0.000,1711992594.310
171,-603.516,968.262,-1000.000,968.262,0.000,1711992594.313
172,-603.027,968.262,-968.262,968.262,0.000,1711992594.317
173,918.945,968.262,-982.422,968.262,0.000,1711992594.320
174,999.512,968.262,-1000.000,968.262,0.000,1711992594.324
175,15.137,968.262,-1000.000,968.262,0.000,1711992594.327
176,-794.922,968.262,-1000.000,968.262,0.000,1711992594.331
177,647.949,968.262,-1000.000,968.262,0.000,1711992594.334
178,999.512,968.750,-1000.000,968.262,0.000,1711992594.338
179,281.250,968.262,-1000.000,968.262,0.000,1711992594.341
180,-992.676,968.750,-1000.000,968.262,0.000,1711992594.348
181,245.117,968.750,-1000.000,968.262,0.000,1711992594.352
182,999.512,968.750,-1000.000,968.262,0.000,1711992594.355
183,906.738,968.262,-1000.000,968.262,0.000,1711992594.359
184,-545.898,968.750,-1000.000,968.262,0.000,1711992594.362
185,-256.836,968.750,-1000.000,968.262,0.000,1711992594.366
186,999.512,968.262,-1000.000,968.262,0.000,1711992594.369
187,999.512,968.262,-1000.000,968.262,0.000,1711992594.373
188,-194.824,968.262,-1000.000,968.262,0.000,1711992594.376
189,-532.227,968.750,-1000.000,968.262,0.000,1711992594.380
190,942.383,968.750,-1000.000,968.262,0.000,1711992594.384
191,999.512,968.262,-1000.000,968.262,0.000,1711992594.387
192,174.805,968.262,-1000.000,968.262,0.000,1711992594.394
193,-1000.000,968.262,-1000.000,968.262,0.000,1711992594.397
194,35.645,968.262,-1000.000,968.262,0.000,1711992594.401
195,999.512,968.750,-1000.000,968.262,0.000,1711992594.404
196,189.941,968.750,-1000.000,968.262,0.000,1711992594.408
197,-1000.000,968.262,-1000.000,968.262,0.000,1711992594.411
198,-277.832,968.750,-1000.000,968.262,0.000,1711992594.415
199,999.512,968.262,-1000.000,968.262,0.000,1711992594.419
200,591.309,968.750,-1000.000,968.262,0.000,1711992594.422
201,-1000.000,968.750,-1000.000,968.262,0.000,1711992594.426
202,-650.391,968.262,-938.477,968.262,0.000,1711992594.429
203,900.391,968.262,-1000.000,968.262,0.000,1711992594.433
204,999.512,968.262,-703.613,968.262,0.000,1711992594.439
205,-272.461,968.262,697.266,968.262,0.000,1711992594.443
206,-1000.000,968.262,999.512,968.262,0.000,1711992594.446
207,252.930,968.262,909.668,968.262,0.000,1711992594.450
208,999.512,968.262,980.469,968.262,0.000,1711992594.454
209,186.035,968.262,968.262,968.262,0.000,1711992594.457
210,-1000.000,968.262,968.262,968.262,0.000,1711992594.461
211,-269.531,968.262,968.262,968.262,0.000,1711992594.464
212,999.512,968.262,968.262,968.262,0.000,1711992594.468
213,271.484,968.262,968.262,968.262,0.000,1711992594.471
214,-1000.000,968.750,968.262,968.262,0.000,1711992594.475
215,-266.602,968.262,968.262,968.262,0.000,1711992594.479
216,999.512,968.262,968.262,968.262,0.000,1711992594.485
217,784.668,968.262,968.262,968.262,0.000,1711992594.488
218,-859.863,968.750,968.262,968.262,0.000,1711992594.492
219,-450.684,968.262,968.262,968.262,0.000,1711992594.496
220,987.305,968.262,968.262,968.262,0.000,1711992594.499
221,999.512,968.262,968.262,968.262,0.000,1711992594.503
222,-110.352,968.262,968.262,968.262,0.000,1711992594.506
223,-710.938,968.262,968.262,968.262,0.000,1711992594.510
224,802.246,968.262,968.262,968.262,0.000,1711992594.514
225,999.512,968.262,968.262,968.262,0.000,1711992594.517
226,114.258,968.262,979.492,968.262,0.000,1711992594.521
227,-1000.000,968.750,922.852,968.262,0.000,1711992594.524
228,281.250,968.262,999.023,968.262,0.000,1711992594.530
229,999.512,968.262,893.555,968.262,0.000,1711992594.534
230,603.027,968.262,-463.379,968.262,0.000,1711992594.538
231,-958.008,968.750,-1000.000,968.262,0.000,1711992594.541
232,-298.340,968.750,-935.059,968.262,0.000,1711992594.545
233,999.512,968.750,-1000.000,968.262,0.000,1711992594.548
234,999.512,968.262,-935.059,968.262,0.000,1711992594.552
235,-502.930,968.262,-1000.000,968.262,0.000,1711992594.556
236,-535.156,968.262,-261.719,968.262,0.000,1711992594.559
237,993.164,968.262,999.512,968.262,0.000,1711992594.563
238,999.512,968.262,958.496,968.262,0.000,1711992594.566
239,6.348,968.262,937.500,968.262,0.000,1711992594.570
